time,axis_x,axis_y,axis_z
6.16999986,0.812943029,3.11561833e-09,-0.582343224
6.17999986,0.812354481,3.11112099e-09,-0.583163955
6.18999986,0.811765103,3.10659888e-09,-0.58398409
6.19999986,0.811174898,3.10205203e-09,-0.584803629
6.20999986,0.810583866,3.09748047e-09,-0.585622572
6.21999986,0.809992007,3.09288422e-09,-0.586440916
6.22999986,0.809399322,3.08826332e-09,-0.587258663
6.23999986,0.808805812,3.08361781e-09,-0.58807581
6.24999986,0.808211477,3.07894774e-09,-0.588892357
6.25999986,0.807616318,3.07425316e-09,-0.589708303
6.26999986,0.807020335,3.06953411e-09,-0.590523648
6.27999986,0.80642353,3.06479066e-09,-0.591338389
6.28999986,0.805825902,3.06002287e-09,-0.592152528
6.29999986,0.805227452,3.05523081e-09,-0.592966062
6.30999986,0.804628181,3.05041453e-09,-0.593778991
6.31999986,0.80402809,3.04557411e-09,-0.594591314
6.32999986,0.803427178,3.04070962e-09,-0.595403031
6.33999986,0.802825448,3.03582115e-09,-0.59621414
6.34999986,0.802222898,3.03090877e-09,-0.59702464
6.35999986,0.801619531,3.02597256e-09,-0.597834532
6.36999986,0.801015346,3.02101261e-09,-0.598643813
6.37999986,0.800410344,3.016029e-09,-0.599452484
6.38999986,0.799804526,3.01102182e-09,-0.600260543
6.39999986,0.799197893,3.00599116e-09,-0.601067989
6.40999986,0.798590444,3.00093712e-09,-0.601874823
6.41999986,0.797982181,2.99585979e-09,-0.602681042
6.42999986,0.797373105,2.99075926e-09,-0.603486646
6.43999986,0.796763215,2.98563564e-09,-0.604291634
6.44999986,0.796152512,2.98048902e-09,-0.605096006
6.45999986,0.795540998,2.97531951e-09,-0.605899761
6.46999986,0.794928673,2.9701272e-09,-0.606702897
6.47999986,0.794315536,2.9649122e-09,-0.607505414
6.48999985,0.79370159,2.95967462e-09,-0.608307312
6.49999985,0.793086835,2.95441455e-09,-0.609108589
6.50999985,0.79247127,2.94913211e-09,-0.609909244
6.51999985,0.791854898,2.94382741e-09,-0.610709277
6.52999985,0.791237717,2.93850054e-09,-0.611508687
6.53999985,0.79061973,2.93315163e-09,-0.612307473
6.54999985,0.790000937,2.92778078e-09,-0.613105635
6.55999985,0.789381338,2.9223881e-09,-0.61390317
6.56999985,0.788760934,2.9169737e-09,-0.61470008
6.57999985,0.788139726,2.9115377e-09,-0.615496362
6.58999985,0.787517714,2.90608021e-09,-0.616292017
6.59999985,0.786894899,2.90060134e-09,-0.617087042
6.60999985,0.786271281,2.8951012e-09,-0.617881438
6.61999985,0.785646862,2.88957991e-09,-0.618675204
6.62999985,0.785021641,2.88403758e-09,-0.619468339
6.63999985,0.78439562,2.87847433e-09,-0.620260841
6.64999985,0.783768799,2.87289027e-09,-0.621052711
6.65999985,0.783141179,2.86728551e-09,-0.621843947
6.66999985,0.78251276,2.86166017e-09,-0.622634549
6.67999985,0.781883543,2.85601437e-09,-0.623424515
6.68999985,0.781253528,2.85034823e-09,-0.624213845
6.69999985,0.780622717,2.84466184e-09,-0.625002539
6.70999985,0.77999111,2.83895534e-09,-0.625790595
6.71999985,0.779358707,2.83322884e-09,-0.626578012
6.72999985,0.77872551,2.82748244e-09,-0.627364791
6.73999985,0.778091518,2.82171628e-09,-0.628150929
6.74999985,0.777456733,2.81593046e-09,-0.628936426
6.75999985,0.776821155,2.81012509e-09,-0.629721282
6.76999985,0.776184785,2.8043003e-09,-0.630505496
6.77999985,0.775547623,2.7984562e-09,-0.631289066
6.78999985,0.77490967,2.7925929e-09,-0.632071992
6.79999985,0.774270928,2.78671051e-09,-0.632854273
6.80999985,0.773631395,2.78080916e-09,-0.633635909
6.81999985,0.772991074,2.77488895e-09,-0.634416898
6.82999985,0.772349964,2.76895e-09,-0.63519724
6.83999985,0.771708066,2.76299242e-09,-0.635976934
6.84999985,0.771065382,2.75701633e-09,-0.636755979
6.85999985,0.770421911,2.75102184e-09,-0.637534375
6.86999985,0.769777655,2.74500906e-09,-0.63831212
6.87999985,0.769132613,2.73897811e-09,-0.639089214
6.88999985,0.768486788,2.73292908e-09,-0.639865656
6.89999985,0.767840178,2.72686211e-09,-0.640641445
6.90999985,0.767192785,2.7207773e-09,-0.641416581
6.91999985,0.76654461,2.71467476e-09,-0.642191062
6.92999985,0.765895654,2.70855459e-09,-0.642964888
6.93999984,0.765245916,2.70241692e-09,-0.643738059
6.94999984,0.764595398,2.69626185e-09,-0.644510572
6.95999984,0.7639441,2.69008948e-09,-0.645282428
6.96999984,0.763292023,2.68389994e-09,-0.646053626
6.97999984,0.762639167,2.67769332e-09,-0.646824165
6.98999984,0.761985534,2.67146974e-09,-0.647594044
6.99999984,0.761331124,2.66522931e-09,-0.648363262
7.00999984,0.760675937,2.65897212e-09,-0.649131819
7.01999984,0.760019975,2.65269829e-09,-0.649899714
7.02999984,0.759363237,2.64640792e-09,-0.650666945
7.03999984,0.758705725,2.64010112e-09,-0.651433513
7.04999984,0.75804744,2.633778e-09,-0.652199417
7.05999984,0.757388381,2.62743865e-09,-0.652964655
7.06999984,0.75672855,2.62108319e-09,-0.653729227
7.07999984,0.756067947,2.61471171e-09,-0.654493132
7.08999984,0.755406573,2.60832433e-09,-0.655256369
7.09999984,0.754744429,2.60192114e-09,-0.656018938
7.10999984,0.754081515,2.59550224e-09,-0.656780838
7.11999984,0.753417832,2.58906775e-09,-0.657542068
7.12999984,0.752753381,2.58261775e-09,-0.658302626
7.13999984,0.752088162,2.57615235e-09,-0.659062514
7.14999984,0.751422176,2.56967166e-09,-0.659821729
7.15999984,0.750755423,2.56317576e-09,-0.660580271
7.16999984,0.750087905,2.55666476e-09,-0.661338139
7.17999984,0.749419622,2.55013877e-09,-0.662095333
7.18999984,0.748750575,2.54359787e-09,-0.662851851
7.19999984,0.748080765,2.53704216e-09,-0.663607693
7.20999984,0.747410191,2.53047175e-09,-0.664362858
